Scenario,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Average,Minimum,Maximum,Half Width,Standard Deviation
Scenario2,Model,Model,Not_Collected_Organics,UserSpecified,TallyValue,Observations,2.2,1,4,0.657321961,0.918936583
Scenario2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Average,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Maximum,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Minimum,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Recycle,UserSpecified,TallyValue,Observations,3.7,1,8,1.721037001,2.406010991
Scenario2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Average,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Maximum,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Minimum,1,1,1,0,0
Scenario2,Model,Model,Not_Collected_Refuse,UserSpecified,TallyValue,Observations,15.6,9,21,2.572455294,3.596294389
Scenario2,Model,Model,TotalCollected,UserSpecified,StateValue,Average,225.1715527,217.7121991,234.1298683,3.691330402,5.160482612
Scenario2,Model,Model,TotalCollected,UserSpecified,StateValue,FinalValue,450.4,441,459,4.526512636,6.328067987
Scenario2,Model,Model,TotalCollected,UserSpecified,StateValue,Maximum,450.4,441,459,4.526512636,6.328067987
Scenario2,Model,Model,TotalCollected,UserSpecified,StateValue,Minimum,0,0,0,0,0
Scenario2,Model,Model,TotalMissed,UserSpecified,StateValue,Average,36.09221644,30.10313234,41.14700086,2.506169621,3.50362697
Scenario2,Model,Model,TotalMissed,UserSpecified,StateValue,FinalValue,73.8,60,84,5.954213446,8.323994767
Scenario2,Model,Model,TotalMissed,UserSpecified,StateValue,Maximum,73.8,60,84,5.954213446,8.323994767
Scenario2,Model,Model,TotalMissed,UserSpecified,StateValue,Minimum,0,0,0,0,0
Scenario2,Model,Model,TotalNotCollected,UserSpecified,StateValue,Average,10.12819839,5.822146587,15.83521382,1.886397019,2.637184417
Scenario2,Model,Model,TotalNotCollected,UserSpecified,StateValue,FinalValue,21.5,15,28,3.095075863,4.326918329
Scenario2,Model,Model,TotalNotCollected,UserSpecified,StateValue,Maximum,21.5,15,28,3.095075863,4.326918329
Scenario2,Model,Model,TotalNotCollected,UserSpecified,StateValue,Minimum,0,0,0,0,0
Scenario2,Model,Model,TotalViolations,UserSpecified,StateValue,Average,24.36663586,17.00046258,30.3313849,3.300250289,4.613752327
Scenario2,Model,Model,TotalViolations,UserSpecified,StateValue,FinalValue,51,42,60,4.305069291,6.018490028
Scenario2,Model,Model,TotalViolations,UserSpecified,StateValue,Maximum,51,42,60,4.305069291,6.018490028
Scenario2,Model,Model,TotalViolations,UserSpecified,StateValue,Minimum,0,0,0,0,0
Scenario2,Model,Model,Violation_Organics,UserSpecified,TallyValue,Average,1,1,1,0,0
Scenario2,Model,Model,Violation_Organics,UserSpecified,TallyValue,Maximum,1,1,1,0,0
Scenario2,Model,Model,Violation_Organics,UserSpecified,TallyValue,Minimum,1,1,1,0,0
Scenario2,Model,Model,Violation_Organics,UserSpecified,TallyValue,Observations,5.7,4,8,0.895325393,1.251665557
Scenario2,Model,Model,Violation_Recycle,UserSpecified,TallyValue,Average,1,1,1,0,0
Scenario2,Model,Model,Violation_Recycle,UserSpecified,TallyValue,Maximum,1,1,1,0,0
Scenario2,Model,Model,Violation_Recycle,UserSpecified,TallyValue,Minimum,1,1,1,0,0
Scenario2,Model,Model,Violation_Recycle,UserSpecified,TallyValue,Observations,8.4,4,12,2.389121311,3.339993347
Scenario2,Model,Model,Violation_Refuse,UserSpecified,TallyValue,Average,1,1,1,0,0
Scenario2,Model,Model,Violation_Refuse,UserSpecified,TallyValue,Maximum,1,1,1,0,0
Scenario2,Model,Model,Violation_Refuse,UserSpecified,TallyValue,Minimum,1,1,1,0,0
Scenario2,Model,Model,Violation_Refuse,UserSpecified,TallyValue,Observations,36.9,26,44,4.038653741,5.646040894
Scenario2,ModelEntity,Organics,[Population],Content,NumberInSystem,Average,51.45456726,42.97486124,57.11343797,3.345990587,4.677697296
Scenario2,ModelEntity,Organics,[Population],Content,NumberInSystem,Maximum,104,81,115,7.711470262,10.78064109
Scenario2,ModelEntity,Organics,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario2,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Average (Minutes),100.3823974,84.50097728,111.6578273,5.256471567,7.348551109
Scenario2,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Maximum (Minutes),219.0444437,188.7667956,262.1799857,21.88648489,30.59732194
Scenario2,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Minimum (Minutes),8.462352753,2.149789642,18.99655532,3.482235189,4.868167349
Scenario2,ModelEntity,Organics,[Population],FlowTime,TimeInSystem,Observations,44.5,37,52,3.167697492,4.428443419
Scenario2,ModelEntity,Organics,[Population],Throughput,NumberCreated,Total,147.9,129,159,7.663029273,10.71292055
Scenario2,ModelEntity,Organics,[Population],Throughput,NumberDestroyed,Total,44.5,37,52,3.167697492,4.428443419
Scenario2,ModelEntity,Recycle,[Population],Content,NumberInSystem,Average,101.4926265,87.78600898,107.3975648,4.073288699,5.694460591
Scenario2,ModelEntity,Recycle,[Population],Content,NumberInSystem,Maximum,203.2,180,219,8.791782263,12.29091806
Scenario2,ModelEntity,Recycle,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario3,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Average (Minutes),6.974969367,3.394219269,9.929533211,1.512116915,2.113940557
Scenario2,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Maximum (Minutes),221.2289591,192.2548499,273.0362237,23.14024149,32.35007458
Scenario2,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Minimum (Minutes),3.316797755,1.289360927,7.691475742,1.315320602,1.838819167
Scenario2,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Observations,92.7,72,112,7.785209744,10.88372894
Scenario2,ModelEntity,Recycle,[Population],Throughput,NumberCreated,Total,295.3,277,316,9.738282906,13.61412665
Scenario2,ModelEntity,Recycle,[Population],Throughput,NumberDestroyed,Total,92.7,72,112,7.785209744,10.88372894
Scenario2,ModelEntity,Refuse,[Population],Content,NumberInSystem,Average,357.0447657,340.9165799,379.3471369,8.654262438,12.09866524
Scenario2,ModelEntity,Refuse,[Population],Content,NumberInSystem,Maximum,716.2,697,745,11.43895286,15.9916645
Scenario2,ModelEntity,Refuse,[Population],Content,NumberInSystem,Minimum,0,0,0,0,0
Scenario4,ModelEntity,Recycle,[Population],FlowTime,TimeInSystem,Average (Minutes),6.999557783,4.756724528,8.886259749,0.989207416,1.382912694
Scenario2,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Maximum (Minutes),240.2531378,205.8637535,272.1836258,16.35630975,22.86613304
Scenario2,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Minimum (Minutes),1.547855127,1.222175967,2.343211954,0.227430291,0.317947713
Scenario2,ModelEntity,Refuse,[Population],FlowTime,TimeInSystem,Observations,333.8,316,357,10.02451436,14.01427843
Scenario2,ModelEntity,Refuse,[Population],Throughput,NumberCreated,Total,1049.7,1019,1102,19.05711694,26.64186347
Scenario2,ModelEntity,Refuse,[Population],Throughput,NumberDestroyed,Total,333.8,316,357,10.02451436,14.01427843
Scenario2,Path,Path1,[Travelers],Content,NumberOnLink,Average,0.034762143,0.028261905,0.039566667,0.002804624,0.003920866
Scenario2,Path,Path1,[Travelers],Content,NumberOnLink,Maximum,2,2,2,0,0
Scenario2,Path,Path1,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path1,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.141309524,0.141309524,0.141309524,8.36E-16,1.17E-15
Scenario2,Path,Path1,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.141309524,0.141309524,0.141309524,0,0
Scenario2,Path,Path1,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.141309524,0.141309524,0.141309524,0,0
Scenario2,Path,Path1,[Travelers],Throughput,NumberEntered,Total,73.8,60,84,5.954213446,8.323994767
Scenario2,Path,Path1,[Travelers],Throughput,NumberExited,Total,73.8,60,84,5.954213446,8.323994767
Scenario2,Path,Path10,[Travelers],Content,NumberOnLink,Average,0.003919444,0.002305556,0.005072222,0.000544202,0.000760795
Scenario2,Path,Path10,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path10,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path10,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.138333333,0.138333333,0.138333333,1.34E-15,1.87E-15
Scenario2,Path,Path10,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.138333333,0.138333333,0.138333333,0,0
Scenario2,Path,Path10,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.138333333,0.138333333,0.138333333,0,0
Scenario2,Path,Path10,[Travelers],Throughput,NumberEntered,Total,8.5,5,11,1.180196679,1.649915823
Scenario2,Path,Path10,[Travelers],Throughput,NumberExited,Total,8.5,5,11,1.180196679,1.649915823
Scenario2,Path,Path12,[Travelers],Content,NumberOnLink,Average,0.001896786,0,0.006322619,0.00149914,0.002095798
Scenario2,Path,Path12,[Travelers],Content,NumberOnLink,Maximum,0.6,0,1,0.369383053,0.516397779
Scenario2,Path,Path12,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path12,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.632261905,0.632261905,0.632261905,5.85E-15,5.57E-15
Scenario2,Path,Path12,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.632261905,0.632261905,0.632261905,5.71E-15,5.44E-15
Scenario2,Path,Path12,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.632261905,0.632261905,0.632261905,7.22E-15,6.88E-15
Scenario2,Path,Path12,[Travelers],Throughput,NumberEntered,Total,0.9,0,3,0.711322177,0.994428926
Scenario2,Path,Path12,[Travelers],Throughput,NumberExited,Total,0.9,0,3,0.711322177,0.994428926
Scenario2,Path,Path2,[Travelers],Content,NumberOnLink,Average,0.619205311,0.601071429,0.633821632,0.007319766,0.010233039
Scenario2,Path,Path2,[Travelers],Content,NumberOnLink,Maximum,5.3,5,6,0.345526207,0.483045892
Scenario2,Path,Path2,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path2,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.130952381,0.130952381,0.130952381,1.00E-16,1.40E-16
Scenario2,Path,Path2,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.130952381,0.130952381,0.130952381,0,0
Scenario2,Path,Path2,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.130952381,0.130952381,0.130952381,4.02E-15,5.62E-15
Scenario2,Path,Path2,[Travelers],Throughput,NumberEntered,Total,1419.1,1377,1453,17.05590666,23.84417003
Scenario2,Path,Path2,[Travelers],Throughput,NumberExited,Total,1418.2,1377,1452,16.75102256,23.41794184
Scenario2,Path,Path3,[Travelers],Content,NumberOnLink,Average,0.043536737,0.029365079,0.055793651,0.006329619,0.008848812
Scenario2,Path,Path3,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path3,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path3,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.44047619,0.44047619,0.44047619,1.16E-15,1.63E-15
Scenario2,Path,Path3,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.44047619,0.44047619,0.44047619,0,0
Scenario2,Path,Path3,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.44047619,0.44047619,0.44047619,0,0
Scenario2,Path,Path3,[Travelers],Throughput,NumberEntered,Total,29.7,20,38,4.292505511,6.000925854
Scenario2,Path,Path3,[Travelers],Throughput,NumberExited,Total,29.6,20,38,4.334024532,6.058969476
Scenario2,Path,Path4,[Travelers],Content,NumberOnLink,Average,0.76591582,0.749335844,0.780007326,0.007274581,0.01016987
Scenario2,Path,Path4,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path4,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path4,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.255112338,0.254766703,0.255629213,0.00018073,0.000252661
Scenario2,Path,Path4,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.304,0.304,0.304,0,0
Scenario2,Path,Path4,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.254,0.254,0.254,4.92E-15,6.88E-15
Scenario2,Path,Path4,[Travelers],Throughput,NumberEntered,Total,901.1,882,918,8.917942769,12.46729054
Scenario2,Path,Path4,[Travelers],Throughput,NumberExited,Total,900.4,881,917,8.890807873,12.42935593
Scenario2,Path,Path5,[Travelers],Content,NumberAccumulated,Average,0.196875474,0.182592747,0.214897462,0.007897721,0.01104102
Scenario2,Path,Path5,[Travelers],Content,NumberAccumulated,Maximum,1,1,1,0,0
Scenario2,Path,Path5,[Travelers],Content,NumberAccumulated,Minimum,0,0,0,0,0
Scenario2,Path,Path5,[Travelers],Content,NumberOnLink,Average,0.996080655,0.995243616,0.996814969,0.00038363,0.000536315
Scenario2,Path,Path5,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path5,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path5,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.332449892,0.326476431,0.340094046,0.003294222,0.004605325
Scenario2,Path,Path5,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),1.893466542,1.480386239,2.533020376,0.251493025,0.351587433
Scenario2,Path,Path5,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.266666667,0.266666667,0.266666667,0,0
Scenario2,Path,Path5,[Travelers],Throughput,NumberEntered,Total,899.5,879,916,8.903906794,12.44766823
Scenario2,Path,Path5,[Travelers],Throughput,NumberExited,Total,898.5,878,915,8.903906794,12.44766823
Scenario2,Path,Path7,[Travelers],Content,NumberOnLink,Average,0.048916825,0.030869841,0.064114286,0.007519893,0.010512816
Scenario2,Path,Path7,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path7,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path7,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.712380952,0.712380952,0.712380952,1.81E-15,2.52E-15
Scenario2,Path,Path7,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.712380952,0.712380952,0.712380952,0,0
Scenario2,Path,Path7,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.712380952,0.712380952,0.712380952,0,0
Scenario2,Path,Path7,[Travelers],Throughput,NumberEntered,Total,20.6,13,27,3.1668,4.427188724
Scenario2,Path,Path7,[Travelers],Throughput,NumberExited,Total,20.6,13,27,3.1668,4.427188724
Scenario2,Path,Path9,[Travelers],Content,NumberOnLink,Average,0.057008027,0.047,0.067166667,0.004797808,0.006707339
Scenario2,Path,Path9,[Travelers],Content,NumberOnLink,Maximum,1,1,1,0,0
Scenario2,Path,Path9,[Travelers],Content,NumberOnLink,Minimum,0,0,0,0,0
Scenario2,Path,Path9,[Travelers],FlowTime,TimeOnLink,Average (Minutes),0.167701139,0.166666667,0.168627451,0.000449788,0.000628804
Scenario2,Path,Path9,[Travelers],FlowTime,TimeOnLink,Maximum (Minutes),0.206666667,0.166666667,0.216666667,0.01508,0.021081851
Scenario2,Path,Path9,[Travelers],FlowTime,TimeOnLink,Minimum (Minutes),0.166666667,0.166666667,0.166666667,0,0
Scenario2,Path,Path9,[Travelers],Throughput,NumberEntered,Total,102,84,120,8.610138582,12.03698006
Scenario2,Path,Path9,[Travelers],Throughput,NumberExited,Total,101.9,84,120,8.546848591,11.9485006
Scenario2,Server,SrvCollection,[Resource],Capacity,ScheduledUtilization,Percent,29.98483762,29.12942355,30.43881341,0.311289043,0.43518231
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsAllocated,Total,450.4,441,459,4.526512636,6.328067987
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Average,0.299848376,0.291294236,0.304388134,0.00311289,0.004351823
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario2,Server,SrvCollection,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Average (Minutes),0.199729431,0.197184876,0.203810501,0.001464783,0.002047767
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Occurrences,450.4,441,459,4.526512636,6.328067987
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Percent,29.98483762,29.12942355,30.43881341,0.311289043,0.43518231
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeProcessing,Total (Minutes),89.95451286,87.38827066,91.31644024,0.933867128,1.30554693
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Average (Minutes),0.465837215,0.455209786,0.482112765,0.006273815,0.008770798
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Occurrences,451,441,459,4.370599227,6.110100927
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Percent,70.01516238,69.56118659,70.87057645,0.311289043,0.43518231
Scenario2,Server,SrvCollection,[Resource],ResourceState,TimeStarved,Total (Minutes),210.0454871,208.6835598,212.6117293,0.933867128,1.30554693
Scenario2,Server,SrvCollection,InputBuffer,Throughput,NumberEntered,Total,450.4,441,459,4.526512636,6.328067987
Scenario2,Server,SrvCollection,InputBuffer,Throughput,NumberExited,Total,450.4,441,459,4.526512636,6.328067987
Scenario2,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Average,0.053959132,0.044943488,0.059366749,0.003270165,0.004571693
Scenario2,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Maximum,1,1,1,0,0
Scenario2,Server,SrvCollection,OutputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Average (Minutes),0.035951754,0.030643287,0.038971608,0.001951958,0.002728838
Scenario2,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),0.298954866,0.225325791,0.403939076,0.039413193,0.055099673
Scenario2,Server,SrvCollection,OutputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario2,Server,SrvCollection,OutputBuffer,Throughput,NumberEntered,Total,450,440,458,4.370599227,6.110100927
Scenario2,Server,SrvCollection,OutputBuffer,Throughput,NumberExited,Total,450,440,458,4.370599227,6.110100927
Scenario2,Server,SrvCollection,Processing,Content,NumberInStation,Average,0.299848376,0.291294236,0.304388134,0.00311289,0.004351823
Scenario2,Server,SrvCollection,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Scenario2,Server,SrvCollection,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Average (Minutes),0.199825417,0.197321416,0.203810501,0.001417129,0.001981147
Scenario2,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Maximum (Minutes),0.293672885,0.290830242,0.297974213,0.001894836,0.002648983
Scenario2,Server,SrvCollection,Processing,HoldingTime,TimeInStation,Minimum (Minutes),0.105715912,0.103269204,0.109395297,0.001320644,0.001846261
Scenario2,Server,SrvCollection,Processing,Throughput,NumberEntered,Total,450.4,441,459,4.526512636,6.328067987
Scenario2,Server,SrvCollection,Processing,Throughput,NumberExited,Total,450,440,458,4.370599227,6.110100927
Scenario2,Server,SrvInspection,[Resource],Capacity,ScheduledUtilization,Percent,99.95634921,99.95634921,99.95634921,1.22E-14,1.71E-14
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsAllocated,Total,502.7,499,507,1.996320906,2.790858092
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Average,0.999563492,0.999563492,0.999563492,7.94E-17,1.11E-16
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Average (Minutes),299.8690476,299.8690476,299.8690476,3.81E-14,5.33E-14
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Occurrences,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Percent,99.95634921,99.95634921,99.95634921,1.22E-14,1.71E-14
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeProcessing,Total (Minutes),299.8690476,299.8690476,299.8690476,3.81E-14,5.33E-14
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Average (Minutes),0.130952381,0.130952381,0.130952381,1.96E-17,2.74E-17
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Occurrences,1,1,1,0,0
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Percent,0.043650794,0.043650794,0.043650794,5.23E-18,7.31E-18
Scenario2,Server,SrvInspection,[Resource],ResourceState,TimeStarved,Total (Minutes),0.130952381,0.130952381,0.130952381,1.96E-17,2.74E-17
Scenario2,Server,SrvInspection,InputBuffer,Content,NumberInStation,Average,474.8400106,454.1502448,503.4394254,9.826732924,13.73777984
Scenario2,Server,SrvInspection,InputBuffer,Content,NumberInStation,Maximum,953.8,915,986,15.27403764,21.35311583
Scenario2,Server,SrvInspection,InputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Average (Minutes),98.13058916,94.47179873,103.1032639,1.9234464,2.688979479
Scenario2,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),196.4022522,192.3694597,206.4368182,2.982563201,4.169625545
Scenario2,Server,SrvInspection,InputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario2,Server,SrvInspection,InputBuffer,Throughput,NumberEntered,Total,1456.3,1421,1486,14.45656137,20.21028341
Scenario2,Server,SrvInspection,InputBuffer,Throughput,NumberExited,Total,502.7,499,507,1.996320906,2.790858092
Scenario2,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Average,0.062582021,0.050800415,0.075895866,0.006342548,0.008866886
Scenario2,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Maximum,1.2,1,2,0.3016,0.421637021
Scenario2,Server,SrvInspection,OutputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Average (Minutes),0.037401591,0.03060266,0.045176111,0.003671704,0.005133045
Scenario2,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Maximum (Minutes),0.450328153,0.329550957,0.618622589,0.051837833,0.072469329
Scenario2,Server,SrvInspection,OutputBuffer,HoldingTime,TimeInStation,Minimum (Minutes),0,0,0,0,0
Scenario2,Server,SrvInspection,OutputBuffer,Throughput,NumberEntered,Total,501.7,498,506,1.996320906,2.790858092
Scenario2,Server,SrvInspection,OutputBuffer,Throughput,NumberExited,Total,501.7,498,506,1.996320906,2.790858092
Scenario2,Server,SrvInspection,Processing,Content,NumberInStation,Average,0.999563492,0.999563492,0.999563492,7.94E-17,1.11E-16
Scenario2,Server,SrvInspection,Processing,Content,NumberInStation,Maximum,1,1,1,0,0
Scenario2,Server,SrvInspection,Processing,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Average (Minutes),0.597033731,0.592300478,0.601438285,0.002276033,0.003181896
Scenario2,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Maximum (Minutes),0.97212604,0.948619425,0.990440799,0.012188914,0.01704011
Scenario2,Server,SrvInspection,Processing,HoldingTime,TimeInStation,Minimum (Minutes),0.313197322,0.30084057,0.320319831,0.004574322,0.006394906
Scenario2,Server,SrvInspection,Processing,Throughput,NumberEntered,Total,502.7,499,507,1.996320906,2.790858092
Scenario2,Server,SrvInspection,Processing,Throughput,NumberExited,Total,501.7,498,506,1.996320906,2.790858092
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,ScheduledUtilization,Percent,98.44019106,95.16347034,99.85639,1.04640661,1.462877208
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsAllocated,Total,10.4,9,13,0.839618866,1.173787791
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Average,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Maximum,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsScheduled,Minimum,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Average,0.984401911,0.951634703,0.9985639,0.010464066,0.014628772
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Maximum,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],Capacity,UnitsUtilized,Minimum,0,0,0,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Average (Minutes),295.3205732,285.490411,299.56917,3.139219829,4.388631625
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Occurrences,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Percent,98.44019106,95.16347034,99.85639,1.04640661,1.462877208
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeProcessing,Total (Minutes),295.3205732,285.490411,299.56917,3.139219829,4.388631625
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Average (Minutes),4.679426818,0.430829986,14.50958899,3.139219829,4.388631625
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Occurrences,1,1,1,0,0
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Percent,1.559808939,0.143609995,4.836529664,1.04640661,1.462877208
Scenario2,Server,SrvMissedComplaint,[Resource],ResourceState,TimeStarved,Total (Minutes),4.679426818,0.430829986,14.50958899,3.139219829,4.388631625
Scenario2,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Average,30.78076687,25.79382717,36.80381791,2.535528667,3.544670938
Scenario2,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Maximum,63.8,52,75,5.650474189,7.899367063
Scenario2,Server,SrvMissedComplaint,InputBuffer,Content,NumberInStation,Minimum,0,0,0,0,0
Scenario2,Server,SrvMissedComplaint,InputBuffer,HoldingTime,TimeInStation,Average (Minutes),122.449491,96.07210654,138.8413501,8.63530709,12.07216565
